"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"188","Fallout 4","XOne","2015","Role-Playing","Bethesda Softworks",2.51,1.32,0.01,0.38,4.22,88,39,620,1749,"Bethesda Game Studios","M"
"189","FIFA 14","X360","2013","Sports","Electronic Arts",0.92,2.89,0.01,0.4,4.22,84,41,420,435,"EA Canada","E"
"190","Daxter","PSP","2006","Platform","Sony Computer Entertainment",2.45,1.01,0,0.75,4.21,85,59,870,109,"Ready at Dawn","E10+"
"191","FIFA Soccer 06","PS2","2005","Sports","Electronic Arts",0.78,2.55,0.04,0.84,4.21,80,32,780,47,"EA Canada","E"
"192","EyeToy Play","PS2","2003","Misc","Sony Computer Entertainment",0.88,2.3,0.2,0.83,4.2,80,32,750,22,"SCEE, Zoe Mode","E"
"193","Gran Turismo 5 Prologue","PS3","2007","Racing","Sony Computer Entertainment",1.28,1.82,0.57,0.52,4.19,80,67,710,120,"Polyphony Digital","E"
"194","Assassin's Creed: Revelations","X360","2011","Action","Ubisoft",2.25,1.47,0.04,0.43,4.19,80,77,720,564,"Ubisoft Montreal","M"
"195","Street Fighter IV","PS3","2009","Fighting","Capcom",2.03,1.04,0.58,0.52,4.16,94,61,730,330,"Capcom","T"
"196","Madden NFL 2003","PS2","2002","Sports","Electronic Arts",3.36,0.21,0.01,0.56,4.14,95,25,770,65,"EA Sports","E"
"197","Half-Life","PC","1997","Shooter","Vivendi Games",4.03,0,0.09,0,4.12,96,24,910,3161,"Valve Software","M"
"198","World of Warcraft: The Burning Crusade","PC","2007","Role-Playing","Activision",2.57,1.52,0,0,4.09,91,46,790,785,"Blizzard Entertainment","T"
"199","Battlefield 1","PS4","2016","Shooter","Electronic Arts",1.1,2.15,0.21,0.61,4.08,88,31,840,809,"EA DICE","M"
"200","God of War II","PS2","2007","Action","Sony Computer Entertainment",2.32,0.04,0.04,1.67,4.07,93,70,890,709,"SCE Santa Monica","M"
"201","Fallout: New Vegas","X360","2010","Role-Playing","Bethesda Softworks",2.66,1.03,0.04,0.33,4.05,84,81,810,769,"Obsidian Entertainment","M"
"202","Forza Motorsport 2","X360","2007","Racing","Microsoft Game Studios",2.35,1.27,0.03,0.41,4.05,90,66,830,381,"Turn 10","E"
"203","Carnival Games","Wii","2007","Misc","Take-Two Interactive",2.12,1.47,0.05,0.42,4.05,56,27,600,44,"Cat Daddy Games","E"
"204","Watch Dogs","PS4","2014","Action","Ubisoft",1.4,1.9,0.11,0.64,4.05,80,80,630,2996,"Ubisoft Montreal","M"
"205","Tekken Tag Tournament","PS2","2000","Fighting","Namco Bandai Games",1.68,1.51,0.51,0.35,4.05,85,25,850,117,"Namco","T"
"206","Far Cry 4","PS4","2014","Shooter","Ubisoft",1.13,2.18,0.1,0.63,4.04,85,83,770,1653,"Ubisoft Montreal","M"
"207","Left 4 Dead 2","X360","2009","Shooter","Electronic Arts",2.67,0.87,0.05,0.38,3.97,89,76,860,681,"Valve Software","M"
"208","The Witcher 3: Wild Hunt","PS4","2015","Role-Playing","Namco Bandai Games",1.02,2.13,0.23,0.59,3.97,92,79,920,10179,"CD Projekt Red Studio","M"
"209","Assassin's Creed: Unity","PS4","2014","Action","Ubisoft",1.19,2.07,0.08,0.62,3.96,70,40,490,2050,"Ubisoft, Ubisoft Montreal","M"
"210","Batman: Arkham Knight","PS4","2015","Action","Warner Bros. Interactive Entertainment",1.53,1.69,0.1,0.64,3.95,87,89,760,2679,"Rocksteady Studios","M"
"211","The Legend of Zelda: Skyward Sword","Wii","2011","Action","Nintendo",2.03,1.16,0.37,0.38,3.95,93,81,800,1958,"Nintendo","E10+"
"212","Fallout 3","PS3","2008","Role-Playing","Bethesda Softworks",2.15,1.13,0.07,0.59,3.94,90,57,800,910,"Bethesda Game Studios","M"
"213","Professor Layton and the Diabolical Box","DS","2007","Puzzle","Nintendo",0.9,1.76,0.92,0.37,3.94,84,65,880,72,"Level 5","E10+"
"214","EA Sports Active","Wii","2009","Sports","Electronic Arts",2.09,1.35,0.06,0.4,3.9,81,27,870,39,"EA Canada","E"
"215","Tony Hawk's Underground","PS2","2003","Sports","Activision",2.29,1.17,0.01,0.42,3.9,90,38,870,121,"Neversoft Entertainment","T"
"216","Monster Hunter 4 Ultimate","3DS","2014","Role-Playing","Nintendo",0.68,0.48,2.62,0.11,3.89,86,80,870,348,"Capcom","T"
"217","The Elder Scrolls V: Skyrim","PC","2011","Role-Playing","Bethesda Softworks",1.16,2.12,0,0.6,3.88,94,32,810,9073,"Bethesda Game Studios","M"
"218","NBA 2K16","PS4","2015","Sports","Take-Two Interactive",2.49,0.66,0.03,0.69,3.88,87,51,670,364,"Visual Concepts","E10+"
"219","Tekken 5","PS2","2005","Fighting","Namco Bandai Games",0.93,1.94,0.31,0.7,3.87,88,62,860,229,"Namco","T"
"220","MotorStorm","PS3","2006","Racing","Sony Computer Entertainment",1.53,1.6,0.06,0.67,3.87,84,9,740,220,"Evolution Studios","T"
"221","World Soccer Winning Eleven 8 International","PS2","2004","Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85,91,26,910,38,"KCET","E"
"222","Sports Champions","PS3","2010","Sports","Sony Computer Entertainment",2.13,1.12,0.1,0.5,3.84,76,64,790,104,"SCEA, Zindagi Games","E10+"
"223","Call of Duty: Ghosts","PS4","2013","Shooter","Activision",1.78,1.43,0.05,0.57,3.83,78,49,370,1564,"Infinity Ward","M"
"224","Flash Focus: Vision Training in Minutes a Day","DS","2007","Misc","Nintendo",0.86,1.56,1.05,0.35,3.83,59,22,400,4,"Nintendo, Namco Bandai Games","E"
"225","Tom Clancy's The Division","PS4","2016","Shooter","Ubisoft",1.35,1.7,0.15,0.6,3.8,80,64,700,2219,"Massive Entertainment","M"
"226","Big Brain Academy: Wii Degree","Wii","2007","Misc","Nintendo",1.05,1.91,0.41,0.42,3.79,68,33,690,39,"Nintendo","E"
"227","LEGO Indiana Jones: The Original Adventures","X360","2008","Action","Activision",2.4,1.01,0,0.36,3.76,77,60,750,66,"Traveller's Tales","E10+"
"228","The Sims: Unleashed","PC","2002","Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76,79,21,800,29,"Maxis","T"
"229","Harry Potter and the Sorcerer's Stone","PS","2001","Action","Electronic Arts",1.37,2,0.14,0.22,3.73,64,11,750,41,"Argonaut Games","E"
"230","Super Paper Mario","Wii","2007","Platform","Nintendo",1.95,0.86,0.59,0.31,3.71,85,56,790,417,"Intelligent Systems","E"
"231","Spyro: Year of the Dragon","PS","2000","Platform","Sony Computer Entertainment",1.93,1.58,0,0.19,3.71,91,15,880,207,"Insomniac Games","E"
"232","Assassin's Creed IV: Black Flag","PS3","2013","Action","Ubisoft",1.33,1.68,0.13,0.57,3.71,88,36,810,840,"Ubisoft","M"
"233","FIFA Soccer 2005","PS2","2004","Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7,81,27,760,56,"EA Canada","E"
"234","Tony Hawk's Pro Skater 4","PS2","2002","Sports","Activision",2.13,1.18,0.01,0.35,3.67,94,27,850,128,"Neversoft Entertainment","T"
"235","MySims","DS","2007","Simulation","Electronic Arts",1.58,1.59,0.08,0.41,3.66,67,15,730,13,"TOSE","E"
"236","Midnight Club 3: DUB Edition","PSP","2005","Racing","Take-Two Interactive",1.65,1.21,0,0.79,3.65,74,34,840,31,"Rockstar Leeds","E10+"
"237","SOCOM: U.S. Navy SEALs","PS2","2002","Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65,82,42,790,82,"Zipper Interactive","M"
"238","Jak and Daxter: The Precursor Legacy","PS2","2001","Platform","Sony Computer Entertainment",2.08,1.09,0.15,0.33,3.64,90,35,870,312,"Naughty Dog","E"
"239","Pro Evolution Soccer 2008","PS2","2007","Sports","Konami Digital Entertainment",0.05,0,0.64,2.93,3.63,82,10,790,38,"Konami","E"
"240","Resident Evil 4","PS2","2005","Action","Capcom",2.08,0.83,0.46,0.25,3.62,96,38,890,1013,"Capcom","M"
"241","Guitar Hero: World Tour","Wii","2008","Misc","Activision",2.32,0.96,0,0.34,3.62,86,18,760,71,"Vicarious Visions","T"
"242","FIFA Soccer 10","PS3","2009","Sports","Electronic Arts",0.6,2.45,0.05,0.52,3.62,91,56,760,203,"EA Sports","E"
"243","Star Wars: Battlefront","PS2","2004","Shooter","LucasArts",1.93,1.22,0.03,0.44,3.61,82,36,870,142,"Pandemic Studios","T"
"244","The Simpsons: Road Rage","PS2","2001","Racing","Electronic Arts",2.02,1.17,0,0.42,3.61,64,23,770,32,"Fox Interactive","T"
"245","Luigi's Mansion","GC","2001","Action","Nintendo",2.38,0.67,0.46,0.1,3.6,78,34,850,161,"Nintendo","E"
"246","Battlefield 4","PS4","2013","Shooter","Electronic Arts",1.35,1.55,0.17,0.51,3.59,85,18,690,1580,"EA DICE","M"
"247","Star Wars: Battlefront II","PS2","2005","Shooter","LucasArts",2.18,1.02,0.03,0.37,3.59,84,30,900,268,"Pandemic Studios","T"
"248","Cooking Mama 2: Dinner With Friends","DS","2007","Simulation","505 Games",1.6,1.49,0.1,0.39,3.58,70,39,800,9,"Office Create","E"
"249","Grand Theft Auto: Liberty City Stories","PS2","2006","Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54,78,49,780,112,"Rockstar Leeds","M"
"250","The Getaway","PS2","2002","Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54,72,49,680,88,"Team Soho","M"
"251","James Bond 007: Agent Under Fire","PS2","2001","Shooter","Electronic Arts",1.9,1.13,0.1,0.41,3.53,72,27,790,48,"EA Redwood Shores","T"
"252","FIFA Soccer 11","X360","2010","Sports","Electronic Arts",0.71,2.39,0.02,0.4,3.52,88,66,750,155,"EA Sports","E"
"253","Left 4 Dead","X360","2008","Shooter","Electronic Arts",2.66,0.49,0.05,0.3,3.51,89,67,790,1309,"Certain Affinity","M"
"254","Assassin's Creed: Unity","XOne","2014","Action","Ubisoft",2.27,0.9,0,0.33,3.5,72,59,410,1005,"Ubisoft, Ubisoft Montreal","M"
"255","Resident Evil 5","X360","2009","Action","Capcom",2.11,0.93,0.12,0.34,3.5,83,91,750,523,"Capcom","M"
"256","Assassin's Creed: Brotherhood","X360","2010","Action","Ubisoft",2.85,0.38,0.03,0.24,3.49,89,81,830,693,"Ubisoft Montreal","M"
"257","FIFA Soccer 2004","PS2","N/A","Sports","Electronic Arts",0.59,2.36,0.04,0.51,3.49,84,20,640,76,"EA Canada","E"
"258","Battlefield 4","PS3","2013","Shooter","Electronic Arts",1.3,1.42,0.27,0.5,3.49,80,14,580,579,"EA DICE","M"
"259","Batman: Arkham Asylum","X360","2009","Action","Eidos Interactive",2.2,0.95,0.02,0.31,3.48,92,78,870,1080,"Rocksteady Studios","T"
"260","Battlefield 4","X360","2013","Shooter","Electronic Arts",2.15,1.01,0.02,0.31,3.48,79,21,560,542,"EA DICE","M"
"261","Battlefield: Bad Company 2","X360","2010","Shooter","Electronic Arts",2.1,1.01,0.04,0.32,3.47,88,75,860,869,"EA DICE","M"
"262","Guitar Hero: On Tour","DS","2008","Misc","Activision",2.1,1.01,0.01,0.35,3.46,71,70,880,29,"Vicarious Visions","E10+"
"263","Clubhouse Games","DS","2006","Misc","Nintendo",0.59,1.79,0.73,0.34,3.45,83,30,840,28,"Agenda","E"
"264","Borderlands","X360","2009","Shooter","Take-Two Interactive",2.4,0.71,0.03,0.29,3.44,84,83,820,715,"Gearbox Software","M"
"265","Tekken 4","PS2","2002","Fighting","Namco Bandai Games",1.55,1.27,0.33,0.29,3.44,79,23,830,126,"Namco","T"
"266","Grand Theft Auto 2","PS","1998","Action","Take-Two Interactive",1.13,2.07,0,0.22,3.42,70,15,800,67,"DMA Design","T"
"267","Metal Gear Solid V: The Phantom Pain","PS4","2015","Action","Konami Digital Entertainment",1.09,1.36,0.49,0.48,3.41,93,86,820,3943,"Kojima Productions, Moby Dick Studio","M"
"268","Spider-Man 2","PS2","2004","Action","Activision",1.75,1.2,0.02,0.43,3.41,80,50,890,106,"Treyarch","T"
"269","FIFA Soccer 2003","PS2","2002","Sports","Electronic Arts",0.46,2.28,0.05,0.61,3.4,88,15,670,35,"EA Canada","E"
"270","LittleBigPlanet 2","PS3","2011","Platform","Sony Computer Entertainment",1.83,1.05,0.06,0.46,3.39,91,86,840,657,"Media Molecule","E"
"271","Crash Bash","PS","2000","Misc","Sony Computer Entertainment",1.56,1.47,0.19,0.17,3.39,68,12,820,99,"Eurocom Entertainment Software","E"
"272","Assassin's Creed Syndicate","PS4","2015","Action","Ubisoft",0.81,1.99,0.07,0.52,3.39,76,86,680,1319,"Ubisoft Quebec","M"
"273","LEGO Batman: The Videogame","X360","2008","Action","Warner Bros. Interactive Entertainment",2.04,1.02,0,0.32,3.38,76,49,790,75,"Traveller's Tales","E10+"
"274","Destiny","XOne","2014","Shooter","Activision",2.14,0.92,0,0.31,3.37,75,11,550,1735,"Bungie Software, Bungie","T"
"275","Far Cry 3","PS3","2012","Shooter","Ubisoft",0.88,1.7,0.1,0.67,3.35,90,32,850,1041,"Ubisoft Montreal","M"
"276","James Bond 007: Nightfire","PS2","2002","Shooter","Electronic Arts",1.45,1.29,0.12,0.46,3.33,77,20,850,66,"Eurocom Entertainment Software","T"
"277","Star Wars Episode III: Revenge of the Sith","PS2","2005","Action","LucasArts",1.47,1.39,0.03,0.43,3.32,60,34,720,82,"Double Helix Games","T"
"278","The Legend of Zelda: Spirit Tracks","DS","2009","Action","Nintendo",1.4,0.91,0.74,0.26,3.31,87,75,780,228,"Nintendo","E10+"
"279","Max Payne","PS2","2001","Shooter","Take-Two Interactive",1.99,1.05,0.05,0.22,3.31,80,21,850,86,"Rockstar Toronto","M"
"280","Assassin's Creed IV: Black Flag","X360","2013","Action","Ubisoft",1.9,1.11,0.01,0.29,3.3,86,35,790,701,"Ubisoft","M"
"281","The Lord of the Rings: The Return of the King","PS2","2003","Action","Electronic Arts",1.5,1.28,0.05,0.46,3.28,85,31,870,105,"EA Games","T"
"282","Gears of War: Ultimate Edition","XOne","2015","Shooter","Microsoft Game Studios",2.61,0.33,0,0.34,3.28,82,74,750,563,"Splash Damage, The Coalition","M"
"283","True Crime: Streets of LA","PS2","2003","Action","Activision",1.89,1.05,0.02,0.31,3.27,77,39,800,94,"Luxoflux, Inc.","M"
"284","Professor Layton and the Unwound Future","DS","2008","Puzzle","Nintendo",0.6,1.57,0.82,0.27,3.26,86,62,920,111,"Level 5","E10+"
"285","FIFA 16","XOne","2015","Sports","Electronic Arts",0.89,2.12,0,0.24,3.25,84,45,440,459,"EA Sports","E"
"286","Wii Music","Wii","2008","Misc","Nintendo",1.35,1.11,0.46,0.32,3.25,63,43,460,116,"Nintendo","E"
"287","Madden NFL 16","PS4","2015","Sports","Electronic Arts",2.34,0.3,0,0.6,3.24,83,37,590,180,"EA Sports","E"
"288","Gran Turismo 6","PS3","2013","Racing","Sony Computer Entertainment",0.72,1.67,0.4,0.44,3.23,81,81,770,758,"Polyphony Digital","E"
"289","Halo: The Master Chief Collection","XOne","2014","Shooter","Microsoft Game Studios",1.91,1,0.03,0.29,3.23,85,69,720,1267,"343 Industries","M"
"290","Super Mario Maker","WiiU","2015","Platform","Nintendo",1.18,0.89,0.94,0.2,3.21,88,85,870,691,"Nintendo","E"
"291","God of War: Chains of Olympus","PSP","2008","Action","Sony Computer Entertainment",1.48,1,0.04,0.66,3.18,91,79,860,565,"Ready at Dawn","M"
"292","Enter the Matrix","PS2","2003","Action","Atari",1.78,1.12,0.09,0.19,3.18,62,30,810,137,"Shiny Entertainment","T"
"293","Crisis Core: Final Fantasy VII","PSP","2007","Role-Playing","Square Enix",1.35,0.59,0.8,0.43,3.18,83,67,800,463,"Square Enix","T"
"294","Dance Central","X360","2010","Misc","MTV Games",2.15,0.76,0.01,0.26,3.17,82,63,760,85,"Harmonix Music Systems","T"
"295","L.A. Noire","PS3","2011","Adventure","Take-Two Interactive",1.27,1.29,0.12,0.49,3.17,89,78,770,1010,"Team Bondi","M"
"296","Ace Combat 04: Shattered Skies","PS2","2001","Simulation","Sony Computer Entertainment Europe",2.06,0.56,0.38,0.17,3.17,89,22,910,95,"Namco","E"
"297","Animal Crossing","GC","2001","Simulation","Nintendo",1.92,0.16,0.99,0.09,3.15,87,42,890,137,"Nintendo","E"
"298","FIFA Soccer 08","PS2","2007","Sports","Electronic Arts",0.68,0,0,2.46,3.14,83,12,650,36,"EA Canada","E"
"299","Spider-Man","PS","2000","Action","Activision",1.7,1.25,0.02,0.16,3.13,87,19,900,107,"Neversoft Entertainment","E"
"300","Mario Party 9","Wii","2012","Misc","Nintendo",1.06,1.09,0.76,0.22,3.13,73,45,680,155,"Nd Cube","E"
"301","Sonic Rush","DS","2005","Platform","Sega",1.21,1.56,0.06,0.29,3.12,82,43,850,101,"Dimps Corporation, Sonic Team","E"
"302","Rhythm Heaven","DS","2008","Misc","Nintendo",0.55,0.5,1.93,0.13,3.11,83,48,900,63,"Nintendo","E"
"303","Fallout: New Vegas","PS3","2010","Role-Playing","Bethesda Softworks",1.52,1.03,0.1,0.46,3.11,82,57,780,492,"Obsidian Entertainment","M"
"304","Personal Trainer: Cooking","DS","2006","Misc","Nintendo",0.9,1,1.03,0.17,3.11,81,12,780,10,"Indies Zero","E"
"305","The Elder Scrolls IV: Oblivion","PS3","2007","Role-Playing","Ubisoft",1.69,0.85,0.14,0.43,3.1,93,45,800,604,"4J Studios","M"
"306","The Legend of Zelda: A Link Between Worlds","3DS","2013","Action","Nintendo",1.4,1.01,0.46,0.23,3.1,91,81,890,1057,"Nintendo","E"
"307","Resident Evil 6","PS3","2012","Shooter","Capcom",0.88,0.94,0.88,0.4,3.1,74,34,540,1304,"Capcom","M"
"308","Mass Effect 2","X360","2010","Role-Playing","Electronic Arts",1.99,0.81,0.03,0.27,3.1,96,98,890,3143,"BioWare","M"
"309","Dragon Ball Z: Budokai","PS2","2002","Fighting","Atari",2.17,0.28,0.55,0.08,3.09,67,28,790,71,"Dimps Corporation","T"
"310","Madden NFL 2002","PS2","2001","Sports","Electronic Arts",2.5,0.16,0.01,0.42,3.08,94,23,790,46,"EA Sports","E"
"311","The Sims: Vacation","PC","2002","Simulation","Electronic Arts",1.72,1.21,0,0.14,3.07,75,18,780,22,"Maxis","T"
"312","LEGO Batman: The Videogame","Wii","N/A","Action","Warner Bros. Interactive Entertainment",1.8,0.97,0,0.29,3.06,74,17,790,22,"Traveller's Tales","E10+"
"313","Animal Crossing: Happy Home Designer","3DS","2015","Simulation","Nintendo",0.51,1.02,1.4,0.12,3.05,66,60,690,106,"Nintendo","E"
"314","The Sims 4","PC","2014","Simulation","Electronic Arts",1,1.82,0,0.23,3.05,70,74,390,2057,"Maxis","T"
"315","Borderlands 2","X360","2012","Shooter","Take-Two Interactive",1.89,0.88,0.04,0.25,3.05,89,59,820,892,"Gearbox Software","M"
"316","LEGO Batman: The Videogame","DS","2008","Action","Warner Bros. Interactive Entertainment",1.75,1.01,0,0.29,3.05,72,16,800,16,"TT Fusion","E10+"
"317","Kung Fu Panda","X360","2008","Action","Activision",1.91,0.84,0,0.29,3.04,75,42,740,32,"Luxoflux, Inc.","E10+"
"318","Mass Effect 3","X360","2012","Role-Playing","Electronic Arts",1.94,0.84,0.03,0.24,3.04,93,74,580,3725,"BioWare","M"
"319","Heavy Rain","PS3","2010","Adventure","Sony Computer Entertainment",1.29,1.21,0.06,0.47,3.03,87,107,770,2759,"Quantic Dream","M"
"320","Saints Row 2","X360","2008","Action","THQ",1.94,0.79,0.02,0.28,3.03,81,75,810,307,"Volition Inc.","M"
"321","Tom Clancy's Splinter Cell","XB","2002","Action","Ubisoft",1.85,1.04,0,0.13,3.02,93,46,850,121,"Ubisoft Montreal","T"
"322","FIFA 14","PS4","2013","Sports","Electronic Arts",0.61,1.85,0.11,0.44,3.01,87,26,630,616,"EA Canada","E"
"323","Killzone 2","PS3","2009","Shooter","Sony Computer Entertainment",1.4,1.06,0.08,0.47,3.01,91,94,810,1505,"Guerrilla","M"
"324","Far Cry 3","X360","2012","Shooter","Ubisoft",1.38,1.32,0.02,0.28,3,91,39,860,1247,"Ubisoft Montreal","M"
"325","Epic Mickey","Wii","2010","Platform","Disney Interactive Studios",2.04,0.63,0.12,0.22,3,73,78,700,131,"Junction Point","E"
"326","NBA 2K13","X360","2012","Sports","Take-Two Interactive",2.6,0.2,0.01,0.19,3,88,41,720,131,"Visual Concepts","E"
"327","Dragon Ball Z: Budokai Tenkaichi 3","PS2","2007","Fighting","Atari",1.15,0,0.76,1.09,3,73,24,920,173,"Spike, Namco Bandai Games","T"
"328","The Sims: Livin Large","PC","2000","Misc","Electronic Arts",1.67,1.18,0,0.13,2.99,82,23,660,20,"Maxis","T"
"329","World Soccer Winning Eleven 6 International","PS2","2002","Sports","Konami Digital Entertainment",0.12,1.26,1.16,0.45,2.99,93,24,910,65,"KCET","E"
"330","Devil May Cry","PS2","2001","Action","Capcom",1.36,0.86,0.64,0.13,2.99,94,37,850,466,"Capcom","M"
"331","Star Wars: The Old Republic","PC","2011","Role-Playing","Electronic Arts",1.58,1.01,0,0.38,2.96,85,73,590,2748,"LucasArts, BioWare","T"
"332","Middle-Earth: Shadow of Mordor","PS4","2014","Action","Warner Bros. Interactive Entertainment",1.01,1.43,0.05,0.47,2.96,84,85,810,1886,"Monolith Productions","M"
"333","Sonic Heroes","PS2","2003","Platform","Sega",1.04,1.37,0.06,0.49,2.96,64,29,780,94,"Sonic Team","E"
"334","Hitman 2: Silent Assassin","PS2","2002","Action","Eidos Interactive",1.36,1.15,0.04,0.41,2.96,85,19,780,78,"Io Interactive","M"
"335","Titanfall","XOne","2014","Shooter","Electronic Arts",1.84,0.8,0.04,0.27,2.95,86,68,640,2658,"Respawn Entertainment","M"
"336","Battlefield: Bad Company 2","PS3","2010","Shooter","Electronic Arts",1.33,1.1,0.08,0.44,2.95,88,59,850,572,"EA DICE","M"
"337","SOCOM II: U.S. Navy SEALs","PS2","2003","Shooter","Sony Computer Entertainment",2.22,0.51,0.06,0.15,2.94,87,42,900,93,"Zipper Interactive","M"
"338","Pac-Man Collection","GBA","2001","Puzzle","Atari",2.07,0.77,0.05,0.05,2.94,79,13,780,4,"Mass Media","E"
"339","Street Fighter IV","X360","2009","Fighting","Capcom",1.82,0.7,0.15,0.26,2.94,93,77,730,292,"Capcom","T"
"340","inFAMOUS","PS3","2009","Action","Sony Computer Entertainment",1.76,0.68,0.12,0.37,2.93,85,98,830,1172,"Sucker Punch","T"
"341","Kirby Super Star Ultra","DS","2008","Platform","Nintendo",1.55,0.04,1.19,0.15,2.92,76,40,880,76,"HAL Labs","E"
"342","Call of Duty: Ghosts","XOne","2013","Shooter","Activision",1.88,0.77,0,0.27,2.92,78,7,430,700,"Infinity Ward","M"
"343","Mass Effect","X360","2007","Role-Playing","Microsoft Game Studios",1.83,0.79,0.03,0.27,2.91,91,74,870,1692,"BioWare","M"
"344","Sonic Mega Collection Plus","PS2","2004","Misc","Sega",1.54,1.14,0,0.22,2.9,73,21,860,30,"Sonic Team","E"
"345","World Soccer Winning Eleven 7 International","PS2","2003","Sports","Konami Digital Entertainment",0.08,1.24,1.13,0.45,2.9,93,28,900,45,"KCET","E"
"346","Sega Superstars Tennis","X360","2008","Sports","Sega",1.75,0.86,0,0.28,2.89,67,45,680,18,"Sumo Digital","E10+"
"347","Hot Shots Golf 3","PS2","2001","Sports","Sony Computer Entertainment",0.99,0.32,1.38,0.2,2.89,85,30,890,16,"Clap Hanz","E"
"348","Cooking Mama: Cook Off","Wii","2007","Simulation","505 Games",1.41,1.12,0.05,0.3,2.89,61,37,530,23,"OfficeCreate","E"
"349","Call of Duty: Finest Hour","PS2","2004","Shooter","Activision",1.51,1.12,0.01,0.24,2.89,76,49,770,69,"Spark Unlimited","T"
